,village,layout,price,area,year,orientation,floor,trim,elevator,LATB,LNGB,spebuding_num
3632,融创融公馆,1室 1厅 1卫,9707 元/m²,41平方米,2019年,南北,中层(共32层),精装修,有,22.817107999999998,108.305275,1
3633,壮锦家园,2室 2厅 1卫,3968 元/m²,63平方米,2018年,南北,中层(共32层),毛坯,有,22.874817999999998,108.292346,3
3634,中国铁建安吉山语城,5室 2厅 5卫,13674 元/m²,146.3平方米,2018年,南,共1层,毛坯,无,22.885607,108.29397800000001,3
3635,奥园瀚林誉江府,1室 1厅 1卫,10204 元/m²,49平方米,2019年,南北,中层(共32层),毛坯,有,22.842675,108.281502,4
3636,龙腾天都,3室 2厅 2卫,5889 元/m²,90平方米,2019年,南,高层(共32层),毛坯,有,22.817265,108.29965200000001,0
3637,奥园永和府,3室 2厅 2卫,8652 元/m²,89平方米,2018年,南,中层(共31层),精装修,有,22.816326,108.30462800000001,1
3638,奥园永和府,3室 2厅 2卫,8989 元/m²,89平方米,2016年,南北,低层(共33层),精装修,有,22.816326,108.30462800000001,1
3639,裕丰荔园,3室 2厅 2卫,14130 元/m²,92平方米,2014年,南,中层(共32层),精装修,有,22.840679,108.288377,3
3640,华发未来荟,3室 2厅 2卫,11579 元/m²,95平方米,2014年,南北,高层(共31层),精装修,有,22.854912,108.26528300000001,2
3641,振宁现代鲁班(南区),3室 2厅 1卫,10312 元/m²,90平方米,2011年,南,高层(共18层),精装修,有,22.829723,108.28594199999999,2
3642,天域香格里拉,3室 2厅 2卫,10800 元/m²,100平方米,2010年,南北,中层(共32层),精装修,有,22.849864,108.308999,3
3643,保利心语,3室 2厅 2卫,9337 元/m²,88.9平方米,2018年,南北,中层(共32层),精装修,有,22.851716,108.33165100000001,3
3644,奥园永和府,3室 2厅 2卫,9551 元/m²,89平方米,2018年,南北,中层(共31层),精装修,有,22.816326,108.30462800000001,1
3645,天健城,4室 2厅 2卫,9748 元/m²,118.6平方米,2019年,南北,中层(共30层),毛坯,有,22.826749,108.28811,1
3646,江川圣境,3室 2厅 2卫,9633 元/m²,93.4平方米,2014年,南北,中层(共32层),精装修,有,22.839436,108.208248,4
3647,澜月府,4室 2厅 2卫,8994 元/m²,127.9平方米,2017年,南,中层(共32层),精装修,有,22.869247,108.29463,4
3648,阳光城檀悦,4室 2厅 2卫,12188 元/m²,108.3平方米,2018年,南北,低层(共30层),精装修,有,22.856234,108.30568600000001,2
3649,和德新天地,3室 2厅 2卫,4204 元/m²,83.3平方米,2019年,南北,中层(共32层),毛坯,有,22.842905,108.22470200000001,2
3650,鑫利华花城,3室 2厅 1卫,7406 元/m²,81平方米,2012年,南,中层(共26层),简单装修,有,22.866488,108.319602,4
3651,龙光水悦龙湾,3室 2厅 2卫,10000 元/m²,89平方米,2018年,南北,低层(共32层),精装修,有,22.820308999999998,108.290729,0
3652,龙光水悦龙湾,3室 2厅 2卫,10933 元/m²,89平方米,2019年,南北,中层(共30层),精装修,有,22.820308999999998,108.290729,0
3653,瀚林学府,3室 2厅 2卫,12188 元/m²,88.6平方米,2017年,南北,中层(共32层),精装修,有,22.835663,108.293221,4
3654,中国铁建安吉山语城,4室 2厅 2卫,9230 元/m²,109.4平方米,2019年,南北,中层(共32层),精装修,有,22.885607,108.29397800000001,3
3655,澜月府,3室 2厅 2卫,9474 元/m²,95平方米,2017年,南,中层(共35层),精装修,有,22.869247,108.29463,4
3656,大唐天城,3室 2厅 2卫,10029 元/m²,91.7平方米,2016年,南北,中层(共32层),精装修,有,22.851447,108.328488,3
3657,人和莱茵鹭湖,3室 2厅 2卫,8330 元/m²,78平方米,2018年,南,中层(共30层),简单装修,有,22.86861,108.25498,0
3658,大唐天城,3室 2厅 2卫,10300 元/m²,89.3平方米,2017年,南,低层(共33层),精装修,有,22.851447,108.328488,3
3659,奥园瀚林誉江府,1室 1厅 1卫,10204 元/m²,49平方米,2019年,南北,中层(共32层),毛坯,有,22.842675,108.281502,4
3660,盛天时代,3室 2厅 2卫,10377 元/m²,88.7平方米,2017年,南北,中层(共32层),精装修,有,22.87229,108.300408,4
3661,骋望天玺国际中心,3室 2厅 2卫,8869 元/m²,95.8平方米,2014年,北,中层(共33层),毛坯,有,22.836128,108.235068,1
3662,和德新天地,3室 2厅 2卫,3918 元/m²,81.7平方米,2015年,南,中层(共33层),精装修,有,22.842905,108.22470200000001,2
3663,美的慧城,3室 2厅 2卫,9432 元/m²,90.1平方米,2018年,南,中层(共32层),精装修,有,22.870524,108.31416399999999,4
3664,奥园永和府,3室 2厅 2卫,9111 元/m²,90平方米,2017年,南,中层(共32层),精装修,有,22.816326,108.30462800000001,1
3665,万汇华府,3室 2厅 2卫,9819 元/m²,88.6平方米,2016年,南北,中层(共32层),精装修,有,22.845786,108.310674,2
3666,瀚林新城,3室 2厅 2卫,10658 元/m²,95.7平方米,2015年,东南,中层(共33层),精装修,有,22.814783,108.30451200000002,1
3667,骋望天玺国际中心,3室 2厅 2卫,9529 元/m²,84平方米,2017年,南,中层(共33层),精装修,有,22.836128,108.235068,1
3668,南铁(北三区),3室 2厅 1卫,15625 元/m²,96平方米,1998年,南北,中层(共7层),精装修,无,22.838852,108.30891299999999,4
3669,奥园永和府,3室 2厅 2卫,9429 元/m²,105平方米,2017年,南北,中层(共32层),精装修,有,22.816326,108.30462800000001,1
3670,骋望天玺国际中心,3室 2厅 2卫,9027 元/m²,94.2平方米,2017年,南北,中层(共26层),精装修,有,22.836128,108.235068,1
3671,龙光水悦龙湾御江,3室 2厅 2卫,9888 元/m²,89平方米,2018年,南北,低层(共30层),精装修,有,22.820198,108.29111200000001,0
3672,西城大学府,3室 2厅 2卫,3667 元/m²,90平方米,2018年,南北,中层(共32层),毛坯,有,22.853718,108.22243600000002,1
3673,滨江华府,3室 2厅 2卫,3596 元/m²,89平方米,2018年,南,中层(共32层),毛坯,有,22.864265,108.24341499999998,0
3674,盛天熙府,3室 2厅 2卫,9582 元/m²,83.5平方米,2016年,南北,中层(共30层),精装修,有,22.85915,108.27793700000001,1
3675,人和莱茵鹭湖,3室 2厅 2卫,8330 元/m²,78平方米,2014年,南北,中层(共33层),毛坯,有,22.86861,108.25498,0
3676,龙光水悦龙湾御江,4室 2厅 2卫,10957 元/m²,115平方米,2019年,南北,中层(共33层),精装修,有,22.820198,108.29111200000001,0
3677,锦绣丽园,3室 2厅 2卫,5333 元/m²,90平方米,2017年,南北,中层(共32层),毛坯,有,22.848444,108.23240200000001,1
3678,希望城,3室 2厅 2卫,8298 元/m²,94平方米,2018年,南北,中层(共31层),精装修,有,22.877407,108.298328,4
3679,振宁现代鲁班(南区),3室 2厅 2卫,11037 元/m²,88.8平方米,2011年,北,中层(共11层),精装修,有,22.829723,108.28594199999999,2
3680,恒大新城,2室 1厅 1卫,8799 元/m²,84.1平方米,2006年,南,高层(共18层),精装修,有,22.85998,108.320793,3
3681,融创融公馆,1室 1厅 1卫,9512 元/m²,41平方米,2018年,南北,低层(共30层),精装修,有,22.817107999999998,108.305275,1
3682,保利心语,3室 2厅 2卫,8946 元/m²,91.1平方米,2016年,南,中层(共33层),简单装修,有,22.851716,108.33165100000001,3
3683,龙光水悦龙湾御江,3室 2厅 2卫,9551 元/m²,89平方米,2019年,南北,中层(共32层),毛坯,有,22.820198,108.29111200000001,0
3684,祥和盛城,4室 2厅 2卫,3898 元/m²,118平方米,2019年,南,中层(共33层),毛坯,有,22.889554,108.28683000000001,1
3685,金科观天下,3室 2厅 2卫,9478 元/m²,100.2平方米,2018年,西,中层(共28层),精装修,有,22.863549,108.23552,0
3686,昌泰尊府,3室 2厅 2卫,9496 元/m²,97.9平方米,2017年,南,中层(共32层),毛坯,有,22.857179000000002,108.327775,4
3687,同标雅里人家,3室 2厅 1卫,11601 元/m²,83.6平方米,2006年,南,低层(共29层),精装修,有,22.815904,108.308779,2
3688,奥园永和府,2室 1厅 2卫,10213 元/m²,47平方米,2018年,南北,中层(共30层),毛坯,有,22.816326,108.30462800000001,1
3689,振业尚府,3室 2厅 2卫,14653 元/m²,94.2平方米,2016年,南北,低层(共33层),豪华装修,有,22.840947,108.290645,3
3690,绿地西城国际花都,4室 2厅 2卫,8298 元/m²,112.1平方米,2016年,南,中层(共30层),精装修,有,22.853260000000002,108.22058500000001,1
3691,瀚天新城,3室 2厅 2卫,4101 元/m²,89平方米,2018年,南北,中层(共28层),毛坯,有,22.884045,108.27493999999999,1
3692,安吉大道公务员小区,3室 2厅 1卫,12470 元/m²,94.6平方米,2010年,南,中层(共30层),精装修,有,22.865660000000002,108.304573,3
3693,联发西棠春晓,3室 2厅 2卫,9224 元/m²,86.7平方米,2018年,南,中层(共32层),精装修,有,22.838343,108.20531799999999,4
3694,骋望剑桥郡,3室 2厅 2卫,9608 元/m²,102平方米,2015年,南,高层(共27层),毛坯,有,22.844138,108.231849,1
3695,澜月府,3室 2厅 2卫,10309 元/m²,87.3平方米,2016年,南北,中层(共33层),精装修,有,22.869247,108.29463,4
3696,同和慧源,2室 2厅 1卫,11065 元/m²,88.6平方米,2010年,东南,中层(共28层),精装修,有,22.848978,108.28886100000001,4
3697,人和莱茵鹭湖,4室 2厅 2卫,12371 元/m²,97平方米,2016年,南北,低层(共33层),精装修,有,22.86861,108.25498,0
3698,同人西湖东郡,1室 1厅 1卫,9864 元/m²,56.8平方米,2010年,东南,低层(共30层),豪华装修,有,22.841488000000002,108.255073,0
3699,大嘉汇尚悦,3室 2厅 2卫,13092 元/m²,87.8平方米,2006年,南北,高层(共33层),精装修,有,22.869875,108.29856699999999,4
3700,龙光水悦龙湾御江,3室 2厅 2卫,9663 元/m²,89平方米,2018年,南北,中层(共31层),精装修,有,22.820198,108.29111200000001,0
3701,恒大新城,3室 2厅 2卫,8750 元/m²,120平方米,2004年,北,中层(共7层),豪华装修,无,22.85998,108.320793,3
3702,大唐天城,3室 2厅 2卫,10356 元/m²,91.7平方米,2018年,南北,中层(共32层),精装修,有,22.851447,108.328488,3
3703,昌泰尊府,1室 1厅 1卫,11070 元/m²,40.7平方米,2016年,南,中层(共30层),精装修,有,22.857179000000002,108.327775,4
3704,和德新天地,3室 2厅 2卫,5025 元/m²,83.6平方米,2015年,南,中层(共30层),精装修,有,22.842905,108.22470200000001,2
3705,融创融公馆,4室 2厅 2卫,12199 元/m²,98.4平方米,2017年,南北,中层(共30层),精装修,有,22.817107999999998,108.305275,1
3706,嘉华绿洲,3室 2厅 2卫,11478 元/m²,79.3平方米,2015年,南,中层(共30层),精装修,有,22.860129,108.28038400000001,2
3707,澜月府,3室 2厅 2卫,9474 元/m²,95平方米,2017年,南北,中层(共28层),精装修,有,22.869247,108.29463,4
3708,奥园瀚林誉江府,1室 1厅 1卫,10000 元/m²,49平方米,2019年,东南,中层(共33层),毛坯,有,22.842675,108.281502,4
3709,龙光水悦龙湾御江,3室 2厅 2卫,10449 元/m²,89平方米,2018年,南,中层(共28层),精装修,有,22.820198,108.29111200000001,0
3710,西城大学府,3室 2厅 2卫,3684 元/m²,95平方米,2018年,南北,低层(共33层),精装修,有,22.853718,108.22243600000002,1
3711,保利心语,3室 2厅 2卫,11526 元/m²,91.1平方米,2018年,南北,中层(共32层),精装修,有,22.851716,108.33165100000001,3
3712,奥园瀚林誉江府,1室 1厅 1卫,11020 元/m²,49平方米,2019年,南,中层(共32层),毛坯,有,22.842675,108.281502,4
3713,融创融公馆,4室 2厅 2卫,12199 元/m²,98.4平方米,2017年,南北,中层(共30层),精装修,有,22.817107999999998,108.305275,1
3714,嘉华绿洲,3室 2厅 2卫,11478 元/m²,79.3平方米,2015年,南,中层(共30层),精装修,有,22.860129,108.28038400000001,2
3715,融创融公馆,4室 2厅 2卫,13925 元/m²,99.1平方米,2016年,东,低层(共33层),毛坯,有,22.817107999999998,108.305275,1
3716,瀚林学府,3室 2厅 2卫,9973 元/m²,97.3平方米,2016年,东南,中层(共32层),精装修,有,22.835663,108.293221,4
3717,大唐天城,3室 2厅 2卫,9253 元/m²,91.9平方米,2017年,南北,中层(共32层),精装修,有,22.851447,108.328488,3
3718,正恒国际广场,3室 2厅 2卫,10812 元/m²,92.5平方米,2017年,南北,中层(共32层),精装修,有,22.839608,108.307401,4
3719,中国铁建安吉山语城,3室 2厅 2卫,9079 元/m²,99.1平方米,2017年,南北,低层(共32层),精装修,有,22.885607,108.29397800000001,3
3720,世贸西城,3室 2厅 2卫,13376 元/m²,80.7平方米,2015年,南北,低层(共32层),精装修,有,22.838078,108.29713400000001,3
3721,骋望壹品峯,3室 2厅 2卫,8400 元/m²,97.6平方米,2018年,南北,低层(共32层),精装修,有,22.828402,108.209769,4
3722,正恒国际广场,3室 2厅 2卫,11014 元/m²,86.3平方米,2016年,南,中层(共30层),精装修,有,22.839608,108.307401,4
3723,大都家园,2室 2厅 1卫,10782 元/m²,69.6平方米,2012年,南,中层(共26层),精装修,有,22.885904999999998,108.32256000000001,2
3724,恒大新城,3室 2厅 2卫,7903 元/m²,124平方米,2005年,南,低层(共7层),精装修,无,22.85998,108.320793,3
3725,中海御湖熙岸,2室 1厅 1卫,12426 元/m²,58.8平方米,2015年,南,高层(共34层),精装修,有,22.869984,108.253853,0
3726,正恒国际广场,3室 2厅 2卫,12140 元/m²,90.6平方米,2016年,南,低层(共32层),精装修,有,22.839608,108.307401,4
3727,大唐天城,3室 2厅 2卫,10296 元/m²,86.4平方米,2016年,东南,低层(共33层),精装修,有,22.851447,108.328488,3
3728,瀚林学府(商住楼),2室 2厅 1卫,10000 元/m²,35平方米,2016年,南北,低层(共28层),精装修,有,22.835663,108.293221,4
3729,桃花源祈福城,3室 2厅 1卫,8728 元/m²,91.7平方米,2012年,南,高层(共11层),精装修,有,22.881269,108.314301,4
3730,棕榈湾,3室 2厅 1卫,9259 元/m²,81平方米,2005年,南,中层(共7层),精装修,无,22.865852,108.314968,3
3731,奥园瀚林誉江府,1室 1厅 1卫,9796 元/m²,49平方米,2019年,南北,中层(共25层),精装修,有,22.842675,108.281502,4
3732,祥和盛城,4室 2厅 2卫,4146 元/m²,123平方米,2019年,南北,中层(共32层),毛坯,有,22.889554,108.28683000000001,1
3733,正恒国际广场,3室 2厅 2卫,11014 元/m²,86.3平方米,2018年,南,中层(共33层),精装修,有,22.839608,108.307401,4
3734,人和莱茵鹭湖,3室 2厅 2卫,9484 元/m²,78平方米,2017年,南北,低层(共32层),精装修,有,22.86861,108.25498,0
3735,安吉大唐世家,3室 2厅 2卫,10455 元/m²,88平方米,2017年,东南,中层(共30层),精装修,有,22.86001,108.30648000000001,3
3736,保利心语,3室 2厅 2卫,12226 元/m²,90平方米,2019年,南,中层(共32层),精装修,有,22.851716,108.33165100000001,3
3737,康桥蓝湾,3室 2厅 2卫,10377 元/m²,106平方米,2010年,南北,高层(共18层),精装修,有,22.846252,108.28946599999999,4
3738,保利心语,3室 2厅 2卫,9469 元/m²,98.2平方米,2017年,南,低层(共32层),精装修,有,22.851716,108.33165100000001,3
3739,骋望麓涛,3室 2厅 1卫,7771 元/m²,90.1平方米,2016年,南,低层(共29层),精装修,有,22.860141,108.22631299999999,0
3740,广源鲁班壹号,3室 2厅 1卫,14000 元/m²,50平方米,2017年,南,高层(共23层),精装修,满二年,22.841089999999998,108.289551,3
3741,广源鲁班壹号,2室 2厅 1卫,16000 元/m²,50平方米,2017年,东北,中层(共22层),毛坯,有,22.841089999999998,108.289551,3
3742,瀚林学府,3室 2厅 2卫,10611 元/m²,90.5平方米,2017年,南北,中层(共30层),精装修,有,22.835663,108.293221,4
3743,保利心语,2室 2厅 1卫,9008 元/m²,87.7平方米,2018年,南,低层(共32层),精装修,有,22.851716,108.33165100000001,3
3744,盛天熙园,6室 3厅 3卫,15891 元/m²,232.2平方米,2011年,北,高层(共18层),毛坯,有,22.847259,108.288125,4
3745,振宁现代鲁班(南区),3室 5厅 5卫,11119 元/m²,89.9平方米,2010年,南,中层(共9层),精装修,有,22.829723,108.28594199999999,2
3746,广源鲁班壹号,3室 2厅 2卫,10208 元/m²,96平方米,2016年,南北,中层(共32层),精装修,有,22.841089999999998,108.289551,3
3747,正桂名庭,3室 2厅 2卫,3708 元/m²,89平方米,2018年,南,中层(共30层),毛坯,有,22.885857,108.289951,3
3748,昌泰尊府,2室 2厅 1卫,8827 元/m²,68平方米,2018年,南北,中层(共30层),毛坯,有,22.857179000000002,108.327775,4
3749,天域香格里拉,3室 2厅 2卫,10349 元/m²,86平方米,2012年,东,高层(共18层),精装修,有,22.849864,108.308999,3
3750,安吉大道公务员小区,3室 2厅 2卫,9440 元/m²,100.6平方米,2006年,南,中层(共30层),精装修,有,22.865660000000002,108.304573,3
3751,隆源国际公馆,4室 2厅 2卫,13660 元/m²,102.5平方米,2012年,南,中层(共18层),精装修,有,22.854976999999998,108.32953799999999,3
3752,西建水岸华府,4室 2厅 2卫,9378 元/m²,133.3平方米,2010年,西,高层(共33层),精装修,有,22.840575,108.253855,0
3753,柠檬宿,1室 1厅 1卫,10141 元/m²,64平方米,2005年,南,低层(共18层),精装修,有,22.846643,108.32164399999999,2
3754,盛天尚都,2室 2厅 1卫,10782 元/m²,69.6平方米,2016年,南北,中层(共32层),简单装修,有,22.845225,108.287764,4
3755,文华园,2室 2厅 1卫,8208 元/m²,79.2平方米,2004年,南,低层(共6层),简单装修,无,22.840009,108.28563700000001,3
3756,棕榈湾,2室 2厅 1卫,9294 元/m²,85平方米,2008年,南北,高层(共32层),精装修,有,22.865852,108.314968,3
3757,万象华府,4室 2厅 2卫,9684 元/m²,95平方米,2017年,南北,中层(共32层),精装修,有,22.843434,108.329815,1
3758,鑫邦华府,2室 2厅 1卫,9333 元/m²,75平方米,2019年,南北,中层(共32层),精装修,有,22.846636,108.330638,0
3759,云星创客园(别墅),5室 3厅 3卫,12903 元/m²,186平方米,2018年,南北,共4层,毛坯,有,22.893859,108.303449,3
3760,建科苑,3室 2厅 2卫,8427 元/m²,89平方米,2015年,南北,低层(共28层),精装修,有,22.819694000000002,108.31138600000001,4
3761,瀚林学府,3室 2厅 2卫,14444 元/m²,90平方米,2017年,南,低层(共34层),精装修,有,22.835663,108.293221,4
3762,锦绣丽园,3室 2厅 2卫,6400 元/m²,125平方米,2018年,南,中层(共32层),毛坯,有,22.848444,108.23240200000001,1
3763,隆源国际花园,1室 1厅 1卫,11628 元/m²,30.1平方米,2010年,东,高层(共30层),精装修,有,22.847748,108.289745,4
3764,安吉丽城,4室 2厅 2卫,12107 元/m²,142.1平方米,2014年,南,高层(共26层),精装修,有,22.874059,108.304176,4
3765,瀚林学府,3室 2厅 2卫,14240 元/m²,89.9平方米,2016年,南,低层(共33层),精装修,有,22.835663,108.293221,4
3766,龙光水悦龙湾,3室 2厅 2卫,10699 元/m²,91.6平方米,2017年,东南,中层(共30层),精装修,有,22.820308999999998,108.290729,0
3767,融创融公馆,1室 0厅 1卫,10727 元/m²,42平方米,2019年,南,中层(共32层),精装修,有,22.817107999999998,108.305275,1
3768,隆源雅居,3室 2厅 1卫,11098 元/m²,86.5平方米,2014年,南,高层(共32层),精装修,有,22.855352,108.330398,3
3769,荣和摩客社区,2室 2厅 1卫,14240 元/m²,40.7平方米,2013年,南北,高层(共22层),精装修,有,22.853583999999998,108.329849,3
3770,龙光水悦龙湾御江,3室 2厅 2卫,8989 元/m²,89平方米,2017年,南北,中层(共30层),毛坯,有,22.820198,108.29111200000001,0
3771,中海御湖熙岸,3室 2厅 2卫,9906 元/m²,79.8平方米,2017年,南北,低层(共32层),精装修,有,22.869984,108.253853,0
3772,龙光玖云著,2室 2厅 2卫,7561 元/m²,41平方米,2017年,南北,中层(共32层),精装修,有,22.836911999999998,108.230921,1
3773,融创融公馆,1室 0厅 1卫,10727 元/m²,42平方米,2019年,南,中层(共32层),精装修,有,22.817107999999998,108.305275,1
3774,隆源雅居,3室 2厅 1卫,11098 元/m²,86.5平方米,2014年,南,高层(共32层),精装修,有,22.855352,108.330398,3
3775,荣和摩客社区,2室 2厅 1卫,14240 元/m²,40.7平方米,2013年,南北,高层(共22层),精装修,有,22.853583999999998,108.329849,3
3776,龙光水悦龙湾御江,3室 2厅 2卫,8989 元/m²,89平方米,2017年,南北,中层(共30层),毛坯,有,22.820198,108.29111200000001,0
3777,中海御湖熙岸,3室 2厅 2卫,9906 元/m²,79.8平方米,2017年,南北,低层(共32层),精装修,有,22.869984,108.253853,0
3778,龙光玖云著,2室 2厅 2卫,7561 元/m²,41平方米,2017年,南北,中层(共32层),精装修,有,22.836911999999998,108.230921,1
3779,华发未来荟,3室 2厅 2卫,10421 元/m²,95平方米,2014年,南北,高层(共31层),精装修,有,22.854912,108.26528300000001,2
3780,振宁现代鲁班(北区),3室 2厅 1卫,9502 元/m²,90.5平方米,2011年,南,中层(共17层),精装修,有,22.831731,108.287411,2
3781,康桥蓝湾,3室 2厅 2卫,10189 元/m²,106平方米,2008年,南北,中层(共17层),精装修,有,22.846252,108.28946599999999,4
3782,广源鲁班壹号,3室 2厅 2卫,15000 元/m²,50平方米,2017年,南,中层(共22层),精装修,有,22.841089999999998,108.289551,3
3783,龙光水悦龙湾,4室 2厅 2卫,11786 元/m²,140平方米,2014年,南,低层(共34层),精装修,有,22.820308999999998,108.290729,0
3784,正恒国际广场,3室 2厅 2卫,10596 元/m²,92.5平方米,2014年,南北,低层(共30层),精装修,有,22.839608,108.307401,4
3785,盛天名都,3室 2厅 2卫,10674 元/m²,89平方米,2018年,南北,中层(共32层),精装修,有,22.854611,108.32873000000001,3
3786,瀚林上筑,3室 2厅 2卫,10983 元/m²,95.6平方米,2016年,南,低层(共33层),豪华装修,有,22.838467,108.234652,1
3787,盛天时代,3室 2厅 2卫,9023 元/m²,88.7平方米,2017年,南北,中层(共32层),精装修,有,22.87229,108.300408,4
3788,大唐天城,3室 2厅 2卫,8792 元/m²,91平方米,2017年,东南,中层(共32层),精装修,有,22.851447,108.328488,3
3789,世贸西城,3室 2厅 2卫,9908 元/m²,80.7平方米,2016年,南北,低层(共30层),精装修,有,22.838078,108.29713400000001,3
3790,中国铁建安吉山语城,3室 2厅 2卫,9190 元/m²,125.1平方米,2017年,南北,中层(共32层),精装修,有,22.885607,108.29397800000001,3
3791,明秀小区,2室 2厅 1卫,8456 元/m²,68平方米,2013年,南北,中层(共30层),精装修,有,22.851615,108.334121,2
3792,广源鲁班壹号,2室 2厅 2卫,11200 元/m²,50平方米,2017年,南,中层(共23层),精装修,有,22.841089999999998,108.289551,3
3793,丽园小区,3室 2厅 1卫,8314 元/m²,87.2平方米,2018年,南北,中层(共32层),毛坯,有,22.849978,108.29558200000001,2
3794,振业尚府,3室 2厅 2卫,14653 元/m²,94.2平方米,2017年,南北,高层(共33层),豪华装修,有,22.840947,108.290645,3
3795,时代家园,3室 2厅 2卫,9966 元/m²,90.3平方米,2015年,东南,中层(共32层),简单装修,有,22.823987,108.304565,2
3796,广源鲁班壹号,2室 2厅 2卫,11000 元/m²,50平方米,2015年,南北,低层(共33层),毛坯,有,22.841089999999998,108.289551,3
3797,中国铁建安吉山语城,3室 2厅 2卫,9987 元/m²,99.1平方米,2018年,南,低层(共33层),精装修,有,22.885607,108.29397800000001,3
3798,美的慧城,4室 2厅 2卫,9170 元/m²,120平方米,2018年,东南,中层(共30层),精装修,有,22.870524,108.31416399999999,4
3799,保利心语,3室 2厅 2卫,8142 元/m²,95.8平方米,2018年,东南,高层(共32层),精装修,有,22.851716,108.33165100000001,3
3800,中海御湖熙岸,3室 2厅 1卫,10542 元/m²,78.7平方米,2014年,南,高层(共33层),毛坯,有,22.869984,108.253853,0
3801,阳光城檀悦,4室 2厅 2卫,10089 元/m²,108平方米,2019年,南,低层(共32层),精装修,有,22.856234,108.30568600000001,2
3802,大嘉汇康悦,3室 2厅 1卫,9938 元/m²,88.6平方米,2018年,南,低层(共33层),精装修,有,22.847896,108.329798,0
3803,龙光水悦龙湾,3室 2厅 2卫,9888 元/m²,89平方米,2016年,南北,中层(共32层),毛坯,有,22.820308999999998,108.290729,0
3804,荣耀华西馨园,3室 2厅 2卫,9927 元/m²,110.8平方米,2011年,南,低层(共31层),精装修,有,22.825476000000002,108.313427,4
3805,荣恒江景,3室 2厅 2卫,11263 元/m²,113.7平方米,2015年,南,中层(共32层),精装修,有,22.812105,108.30348500000001,1
3806,保利心语,3室 2厅 2卫,8838 元/m²,92.8平方米,2017年,南,中层(共30层),精装修,有,22.851716,108.33165100000001,3
3807,桃花源祈福城,2室 2厅 1卫,8684 元/m²,76平方米,2008年,南,中层(共11层),精装修,有,22.881269,108.314301,4
3808,云星创客园(别墅),5室 3厅 5卫,14402 元/m²,184平方米,2018年,东南,中层(共7层),毛坯,有,22.893859,108.303449,3
3809,中房新天地,3室 2厅 2卫,8989 元/m²,89平方米,2017年,南,中层(共32层),精装修,有,22.845961,108.23469899999999,1
3810,荣和邕江悦府,3室 2厅 2卫,9277 元/m²,129.4平方米,2018年,南北,中层(共32层),毛坯,有,22.834585999999998,108.232748,1
3811,安吉万达广场(商住楼),3室 2厅 2卫,7759 元/m²,58平方米,2017年,南北,中层(共22层),精装修,有,22.875238,108.298755,4
3812,中梁柏仕公馆,2室 2厅 2卫,7901 元/m²,49.4平方米,2018年,南北,高层(共31层),精装修,有,22.837741,108.226753,2
3813,安吉万达华府,3室 2厅 2卫,9462 元/m²,93平方米,2015年,南北,低层(共30层),精装修,有,22.873644,108.299131,4
3814,瀚林华府,3室 2厅 2卫,12692 元/m²,130平方米,2009年,南北,高层(共21层),精装修,有,22.85126,108.28931200000001,4
3815,正恒国际广场,3室 2厅 2卫,10812 元/m²,92.5平方米,2014年,南北,高层(共27层),精装修,有,22.839608,108.307401,4
3816,骋望麓涛,3室 2厅 1卫,8873 元/m²,87.9平方米,2016年,南,高层(共29层),精装修,有,22.860141,108.22631299999999,0
3817,安吉大道公务员小区,3室 2厅 2卫,10347 元/m²,102.5平方米,2013年,南北,中层(共18层),精装修,有,22.865660000000002,108.304573,3
3818,龙光水悦龙湾,3室 2厅 2卫,10371 元/m²,91.6平方米,2016年,南北,低层(共30层),精装修,有,22.820308999999998,108.290729,0
3819,安吉万达华府,3室 2厅 2卫,9677 元/m²,93平方米,2017年,南北,高层(共31层),精装修,有,22.873644,108.299131,4
3820,保利心语,3室 2厅 2卫,8623 元/m²,92.8平方米,2017年,南,中层(共32层),精装修,有,22.851716,108.33165100000001,3
3821,江湾尊府,3室 2厅 2卫,3789 元/m²,95平方米,2017年,南,中层(共28层),精装修,有,22.834808,108.22904,1
3822,广运都市景苑,2室 2厅 1卫,12204 元/m²,54平方米,2008年,南,中层(共18层),精装修,有,22.840272,108.321573,3
3823,广西兽医大院,3室 1厅 1卫,10836 元/m²,74.8平方米,2000年,南,低层(共7层),简单装修,无,22.855849,108.310046,2
3824,城市碧园,3室 2厅 2卫,9932 元/m²,109.8平方米,2005年,东南,中层(共6层),精装修,无,22.835816,108.296093,3
3825,瀚林新城,3室 2厅 2卫,10866 元/m²,82.8平方米,2016年,南北,中层(共32层),精装修,有,22.814783,108.30451200000002,1
3826,广源鲁班壹号,3室 2厅 2卫,10938 元/m²,96平方米,2015年,东南,中层(共32层),精装修,有,22.841089999999998,108.289551,3
3827,君临天下,2室 2厅 1卫,8000 元/m²,60平方米,2012年,南北,中层(共26层),精装修,有,22.843847,108.27651399999999,3
3828,正恒国际广场,3室 2厅 2卫,11248 元/m²,90.7平方米,2015年,南北,低层(共32层),精装修,有,22.839608,108.307401,4
3829,泛宇邕江一品,1室 1厅 1卫,10148 元/m²,54.2平方米,2013年,南,中层(共32层),精装修,有,22.820487,108.32075,5
3830,振业尚府,3室 2厅 2卫,11463 元/m²,91.6平方米,2017年,南北,中层(共32层),精装修,有,22.840947,108.290645,3
